name of city heb,city eng,street heb,,
???? ??             ,,?????,,
???? ??             ,,????,,
???? ??             ,,??? ???,,
???? ??             ,,?????,,
???? ??             ,,"??""?",,
???? ??             ,,?????,,
???? ??             ,,??? ????,,
???? ??             ,,???,,
???? ??             ,,???,,
???? ??             ,,?????,,
???? ??             ,,???? ?????,,
???? ??             ,,?????? ???,,
???? ??             ,,???????,,
???? ??             ,,"???""?",,
???? ??             ,,??? ???'????,,
???? ??             ,,????? ????,,
???? ??             ,,??????,,
???? ??             ,,?? ?????,,
???? ??             ,,?????'????,,
???? ??             ,,?????? ?????,,
???? ??             ,,??,,
???? ??             ,,????? ????,,
???? ??             ,,?????? ?????,,
???? ??             ,,????,,
???? ??             ,,??????,,
???? ??             ,,?????,,
???? ??             ,,????,,
???? ??             ,,?? ????,,
???? ??             ,,???,,
???? ??             ,,?????,,
???? ??             ,,??? ????,,
???? ??             ,,????,,
???? ??             ,,??,,
???? ??             ,,???,,
???? ??             ,,?????,,
???? ??             ,,?????,,
???? ??             ,,?????,,
???? ??             ,,??????,,
???? ??             ,,???,,
???? ??             ,,?????,,
???? ??             ,,????,,
???? ??             ,,????,,
???? ??             ,,?????????,,
???? ??             ,,?????,,
???? ??             ,,??????,,
???? ??             ,,????????,,
???? ??             ,,????????,,
???? ??             ,,????,,
???? ??             ,,???????,,
???? ??             ,,?????,,
???? ??             ,,???????,,
???? ??             ,,?????,,
???? ??             ,,????????,,
???? ??             ,,????????,,
???? ??             ,,??? ???? ????,,
???? ??             ,,?????,,
???? ??             ,,???????,,
???? ??             ,,?'????????,,
???? ??             ,,??????,,
???? ??             ,,?????,,
???? ??             ,,???,,
???? ??             ,,??????,,
???? ??             ,,?????????,,
???? ??             ,,???????????,,
???? ??             ,,?????,,
???? ??             ,,????? ????,,
???? ??             ,,????,,
???? ??             ,,??????,,
???? ??             ,,?????,,
???? ??             ,,?????,,
???? ??             ,,???????,,
???? ??             ,,?????? ?????,,
???? ??             ,,?????,,
???? ??             ,,??? ??? ?????,,
???? ??             ,,?????,,
???? ??             ,,???????,,
???? ??             ,,???? ????,,
???? ??             ,,???? ?????,,
???? ??             ,,????? ??????,,
???? ??             ,,????,,
???? ??             ,,???,,
???? ??             ,,"??""?",,
???? ??             ,,????,,
???? ??             ,,????,,
???? ??             ,,?????,,
???? ??             ,,???????,,
???? ??             ,,???????,,
???? ??             ,,????,,
???? ??             ,,????,,
???? ??             ,,?????,,
???? ??             ,,????? ???? ?????,,
???? ??             ,,????,,
???? ??             ,,????,,
???? ??             ,,??????,,
???? ??             ,,???? ?????,,
???? ??             ,,"???""?",,
???? ??             ,,???? ?????,,
???? ??             ,,???? ????,,
???? ??             ,,????,,
???? ??             ,,?????,,
???? ??             ,,?????,,
???? ??             ,,?????,,
???? ??             ,,?????? ??,,
???? ??             ,,???? ???????,,
???? ??             ,,???? ?????,,
???? ??             ,,???????,,
???? ??             ,,??????,,
???? ??             ,,??????,,
???? ??             ,,?? ????????,,
???? ??             ,,?? ?????,,
???? ??             ,,??? ???,,
???? ??             ,,???? ????,,
???? ??             ,,?????,,
???? ??             ,,?????,,
???? ??             ,,?????,,
???? ??             ,,???????,,
???? ??             ,,??????,,
???? ??             ,,????,,
???? ??             ,,????? ??,,
???? ??             ,,??????,,
???? ??             ,,???,,
???? ??             ,,?????,,
???? ??             ,,"??""?",,
???? ??             ,,??????,,
???? ??             ,,????,,
???? ??             ,,???? ??,,
???? ??             ,,??? ????,,
???? ??             ,,?????,,
???? ??             ,,?????,,
???? ??             ,,"???""?",,
???? ??             ,,????,,
???? ??             ,,? ???,,
???? ??             ,,? ?????????,,
???? ??             ,,? ???????,,
???? ??             ,,? ????,,
???? ??             ,,? ???,,
???? ??             ,,? ???? ?????,,
???? ??             ,,? ?????,,
???? ??             ,,? ??? ???,,
???? ??             ,,? ?????????,,
???? ??             ,,????,,
???? ??             ,,???? ?????,,
???? ??             ,,?? ???? ????,,
???? ??             ,,?? ??????,,
???? ??             ,,?? ?? ???,,
???? ??             ,,?? ????????,,
???? ??             ,,"?? ????""?",,
???? ??             ,,?? ????,,
???? ??             ,,?? ?????,,
???? ??             ,,?? ???????,,
???? ??             ,,??? ????,,
???? ??             ,,"??""? ????",,
???? ??             ,,??? ????,,
???? ??             ,,??????,,
???? ??             ,,?? ?',,
???? ??             ,,?? ??? ????,,
???? ??             ,,????? ?,,
???? ??             ,,?????,,
???? ??             ,,????? ???,,
???? ??             ,,???????,,
???? ??             ,,???,,
???? ??             ,,??? ???,,
???? ??             ,,????,,
???? ??             ,,????,,
???? ??             ,,???,,
,,,,
???? ?????          ,QIRYAT YE'ARIM           ,??????,,
???? ?????          ,,????? ?????,,
???? ?????          ,,??????,,
???? ?????          ,,??? ?????,,
???? ?????          ,,???? ?? ???,,
???? ?????          ,,????,,
???? ?????          ,,"???""?",,
???? ?????          ,,????,,
???? ?????          ,,????,,
???? ?????          ,,??? ????,,
???? ?????          ,,"???""?",,
???? ?????          ,,??????,,
???? ?????          ,,?????,,
???? ?????          ,,????,,
???? ?????          ,,????,,
???? ?????          ,,????,,
???? ?????          ,,???????,,
???? ?????          ,,???? ????,,
???? ?????          ,,???? ????,,
???? ?????          ,,????? ???,,
???? ?????          ,,????? ????,,
???? ?????          ,,????? ????? ????,,
???? ?????          ,,????? ???,,
???? ?????          ,,"????? ???""?",,
???? ?????          ,,????? ????,,
???? ?????          ,,???? ??????,,
???? ?????          ,,??? ?????,,
???? ?????          ,,???? ????,,
???? ?????          ,,???? ?????,,
???? ?????          ,,?? ????? ?????,,
???? ?????          ,,?? ?????? ?????,,
???? ?????          ,,?? ???? ????,,
,,,,
???? ?????(????)    ,QIRYAT YE'ARIM(INSTI     ,???? ?????(????),,
,,,,
???? ??????         ,QIRYAT MOTZKIN           ,?????,,
???? ??????         ,,????????,,
???? ??????         ,,????,,
???? ??????         ,,"??""? ????",,
???? ??????         ,,????? ????????,,
???? ??????         ,,?????,,
???? ??????         ,,???? ????,,
???? ??????         ,,?????? ????,,
???? ??????         ,,????? ???,,
???? ??????         ,,??????? ?????,,
???? ??????         ,,????? ???,,
???? ??????         ,,?? ?????? ?',,
???? ??????         ,,???? ????,,
???? ??????         ,,?? ???,,
???? ??????         ,,???? ????,,
???? ??????         ,,?? ????,,
???? ??????         ,,???,,
???? ??????         ,,??? ?????,,
???? ??????         ,,??????,,
???? ??????         ,,?? ???????,,
???? ??????         ,,????????,,
???? ??????         ,,?????,,
???? ??????         ,,??? ????,,
???? ??????         ,,????'?? ????,,
???? ??????         ,,????,,
???? ??????         ,,???,,
???? ??????         ,,??? ???,,
???? ??????         ,,?????? ?????,,
???? ??????         ,,????,,
???? ??????         ,,?????,,
???? ??????         ,,?????,,
???? ??????         ,,????? ?????,,
???? ??????         ,,?????,,
???? ??????         ,,???,,
???? ??????         ,,?????,,
???? ??????         ,,????,,
???? ??????         ,,?????????,,
???? ??????         ,,??????,,
???? ??????         ,,?????,,
???? ??????         ,,???????,,
???? ??????         ,,????????,,
???? ??????         ,,??? ??????,,
???? ??????         ,,??????,,
???? ??????         ,,?????,,
???? ??????         ,,?????,,
???? ??????         ,,??? ?????,,
???? ??????         ,,??? ??? ????,,
???? ??????         ,,??? ??????,,
???? ??????         ,,??? ???,,
???? ??????         ,,?????,,
???? ??????         ,,???,,
???? ??????         ,,?'????????,,
???? ??????         ,,???? ?????,,
???? ??????         ,,???? ????,,
???? ??????         ,,????? ????,,
???? ??????         ,,?????????,,
???? ??????         ,,????,,
???? ??????         ,,????? ????,,
???? ??????         ,,?????,,
???? ??????         ,,??????,,
???? ??????         ,,???,,
???? ??????         ,,???????,,
???? ??????         ,,?????? ???,,
???? ??????         ,,?????,,
???? ??????         ,,?????,,
???? ??????         ,,???????,,
???? ??????         ,,???? ????,,
???? ??????         ,,???????,,
???? ??????         ,,???? ???,,
???? ??????         ,,????? ??????,,
???? ??????         ,,????,,
???? ??????         ,,???? ????,,
???? ??????         ,,????,,
???? ??????         ,,????,,
???? ??????         ,,???????,,
???? ??????         ,,???? ????,,
???? ??????         ,,"???""?",,
???? ??????         ,,?????,,
???? ??????         ,,???? ???,,
???? ??????         ,,?????? ?????,,
???? ??????         ,,?? ????,,
???? ??????         ,,?? ???,,
???? ??????         ,,?? ?????,,
???? ??????         ,,"?? ???""?",,
???? ??????         ,,?? ????,,
???? ??????         ,,?? ???,,
???? ??????         ,,"?? ????""?",,
???? ??????         ,,?? ????,,
???? ??????         ,,?? ???,,
???? ??????         ,,??? ???,,
???? ??????         ,,????? ????,,
???? ??????         ,,???? ????,,
???? ??????         ,,??? ???,,
???? ??????         ,,????? ??,,
???? ??????         ,,?????? ?????,,
???? ??????         ,,??,,
???? ??????         ,,?????,,
???? ??????         ,,"??""?",,
???? ??????         ,,???? ?????,,
???? ??????         ,,??????,,
???? ??????         ,,???? ???,,
???? ??????         ,,????'??,,
???? ??????         ,,???????,,
???? ??????         ,,???? ??????,,
???? ??????         ,,????,,
???? ??????         ,,"???""?",,
???? ??????         ,,"??""?",,
???? ??????         ,,"??""?",,
???? ??????         ,,? ???,,
???? ??????         ,,? ????? ?? ?,,
???? ??????         ,,? ????? ?? ?,,
???? ??????         ,,? ??????,,
???? ??????         ,,? ??????,,
???? ??????         ,,? ???,,
???? ??????         ,,? ????????,,
???? ??????         ,,? ????,,
???? ??????         ,,???? ????,,
???? ??????         ,,???? ??????,,
???? ??????         ,,?? ?? ??????,,
???? ??????         ,,?? ???? ???,,
???? ??????         ,,?? ?????,,
???? ??????         ,,?? ??? ????,,
???? ??????         ,,??? ????,,
???? ??????         ,,"??""? ????",,
???? ??????         ,,?? ??????,,
???? ??????         ,,?? ?????????,,
???? ??????         ,,?? ?????? ??????,,
???? ??????         ,,?? ???? ??????,,
???? ??????         ,,??? ????,,
???? ??????         ,,???????,,
???? ??????         ,,??? ???,,
???? ??????         ,,????,,
???? ??????         ,,???? ?????,,
,,,,
???? ?????          ,QIRYAT MAL'AKHI          ,??????,,
???? ?????          ,,????? ??,,
???? ?????          ,,????,,
???? ?????          ,,???,,
???? ?????          ,,??? ???????,,
???? ?????          ,,????? ?????,,
???? ?????          ,,?????,,
???? ?????          ,,???? ??????,,
???? ?????          ,,???? ???????,,
???? ?????          ,,????,,
???? ?????          ,,?????,,
???? ?????          ,,???? ????,,
???? ?????          ,,????? ???,,
???? ?????          ,,????,,
???? ?????          ,,????,,
???? ?????          ,,?????????,,
???? ?????          ,,???????,,
???? ?????          ,,?????,,
???? ?????          ,,????? ???,,
???? ?????          ,,???????,,
???? ?????          ,,?????,,
???? ?????          ,,???? ????,,
???? ?????          ,,???? ????,,
???? ?????          ,,?? ????? ?????,,
???? ?????          ,,?? ??? ????,,
???? ?????          ,,?? ?????,,
???? ?????          ,,???? ???? ??????,,
???? ?????          ,,????? ????,,
???? ?????          ,,????,,
???? ?????          ,,??? ?????,,
???? ?????          ,,????,,
???? ?????          ,,??? ?????,,
???? ?????          ,,????? ??,,
???? ?????          ,,??????,,
???? ?????          ,,??? ????' ?????,,
???? ?????          ,,??????,,
???? ?????          ,,????'?? ????,,
???? ?????          ,,???? ????,,
???? ?????          ,,???,,
???? ?????          ,,???? ???,,
???? ?????          ,,????,,
???? ?????          ,,??? ???? ??????,,
???? ?????          ,,?????,,
???? ?????          ,,????,,
???? ?????          ,,?????,,
???? ?????          ,,?????,,
???? ?????          ,,????,,
???? ?????          ,,??????,,
???? ?????          ,,????,,
???? ?????          ,,??????,,
???? ?????          ,,??????,,
???? ?????          ,,?????,,
???? ?????          ,,?????,,
???? ?????          ,,?????,,
???? ?????          ,,"??""?",,
???? ?????          ,,??????,,
???? ?????          ,,????,,
???? ?????          ,,?????,,
???? ?????          ,,????,,
???? ?????          ,,????,,
???? ?????          ,,?????,,
???? ?????          ,,???????,,
???? ?????          ,,??????,,
???? ?????          ,,??? ??? ?????,,
???? ?????          ,,??? ??????,,
???? ?????          ,,??? ???? ????,,
???? ?????          ,,??? ???? ????'??,,
???? ?????          ,,??? ????? ????,,
???? ?????          ,,??? ?????? ????,,
???? ?????          ,,??? ??????,,
???? ?????          ,,??? ????? ????,,
???? ?????          ,,???? ???????????,,
???? ?????          ,,?????,,
???? ?????          ,,????? ????,,
???? ?????          ,,????,,
???? ?????          ,,???????,,
???? ?????          ,,???????,,
???? ?????          ,,?????,,
???? ?????          ,,?????,,
???? ?????          ,,?????,,
???? ?????          ,,?????,,
???? ?????          ,,???????,,
???? ?????          ,,?'????????,,
???? ?????          ,,????,,
???? ?????          ,,???? ???,,
???? ?????          ,,????? ??????,,
???? ?????          ,,?????,,
???? ?????          ,,???? ????,,
???? ?????          ,,?????,,
???? ?????          ,,????,,
???? ?????          ,,?????,,
???? ?????          ,,???????,,
???? ?????          ,,??? ???,,
???? ?????          ,,??? ?????,,
???? ?????          ,,??? ???? ?? ???,,
???? ?????          ,,??? ???????,,
???? ?????          ,,?????,,
???? ?????          ,,????,,
???? ?????          ,,?? ?????,,
???? ?????          ,,??? ???? ??????????,,
???? ?????          ,,?????,,
???? ?????          ,,????? ????,,
???? ?????          ,,???? ????,,
